Exporting Country,Year,Exports in Millions,Importing Country
Belgium,1990,,Qatar
Belgium,1991,,Qatar
Belgium,1992,,Qatar
Belgium,1993,,Qatar
Belgium,1994,,Qatar
Belgium,1995,,Qatar
Belgium,1996,,Qatar
Belgium,1997,,Qatar
Belgium,1998,17,Qatar
Belgium,1999,8,Qatar
Belgium,2000,,Qatar
Belgium,2001,,Qatar
Belgium,2002,,Qatar
Belgium,2003,,Qatar
Belgium,2004,,Qatar
Belgium,2005,,Qatar
Belgium,2006,,Qatar
Belgium,2007,,Qatar
Belgium,2008,,Qatar
Belgium,2009,,Qatar
Belgium,2010,,Qatar
Belgium,2011,,Qatar
Belgium,2012,,Qatar
Belgium,2013,,Qatar
Belgium,2014,,Qatar
Belgium,2015,,Qatar
Belgium,2016,,Qatar
Brazil,1988,,Qatar
Brazil,1989,,Qatar
Brazil,1990,,Qatar
Brazil,1991,,Qatar
Brazil,1992,25,Qatar
Brazil,1993,,Qatar
Brazil,1994,,Qatar
Brazil,1995,,Qatar
Brazil,1996,,Qatar
Brazil,1997,,Qatar
Brazil,1998,,Qatar
Brazil,1999,,Qatar
Brazil,2000,,Qatar
Brazil,2001,,Qatar
Brazil,2002,,Qatar
Brazil,2003,,Qatar
Brazil,2004,,Qatar
Brazil,2005,,Qatar
Brazil,2006,,Qatar
Brazil,2007,,Qatar
Brazil,2008,,Qatar
Brazil,2009,,Qatar
Brazil,2010,,Qatar
Brazil,2011,,Qatar
Brazil,2012,,Qatar
Brazil,2013,,Qatar
Brazil,2014,,Qatar
Brazil,2015,,Qatar
Brazil,2016,,Qatar
Canada,1988,,Qatar
Canada,1989,,Qatar
Canada,1990,,Qatar
Canada,1991,,Qatar
Canada,1992,,Qatar
Canada,1993,,Qatar
Canada,1994,,Qatar
Canada,1995,,Qatar
Canada,1996,,Qatar
Canada,1997,,Qatar
Canada,1998,,Qatar
Canada,1999,,Qatar
Canada,2000,,Qatar
Canada,2001,,Qatar
Canada,2002,,Qatar
Canada,2003,,Qatar
Canada,2004,,Qatar
Canada,2005,,Qatar
Canada,2006,,Qatar
Canada,2007,,Qatar
Canada,2008,,Qatar
Canada,2009,,Qatar
Canada,2010,,Qatar
Canada,2011,,Qatar
Canada,2012,,Qatar
Canada,2013,,Qatar
Canada,2014,4,Qatar
Canada,2015,6,Qatar
Canada,2016,5,Qatar
France,1988,87,Qatar
France,1989,10,Qatar
France,1990,5,Qatar
France,1991,5,Qatar
France,1992,40,Qatar
France,1993,11,Qatar
France,1994,10,Qatar
France,1995,11,Qatar
France,1996,40,Qatar
France,1997,188,Qatar
France,1998,276,Qatar
France,1999,60,Qatar
France,2000,14,Qatar
France,2001,11,Qatar
France,2002,11,Qatar
France,2003,11,Qatar
France,2004,,Qatar
France,2005,,Qatar
France,2006,,Qatar
France,2007,27,Qatar
France,2008,,Qatar
France,2009,,Qatar
France,2010,0,Qatar
France,2011,,Qatar
France,2012,27,Qatar
France,2013,62,Qatar
France,2014,,Qatar
France,2015,5,Qatar
France,2016,,Qatar
Germany (FRG),1988,,Qatar
Germany (FRG),1989,,Qatar
Germany (FRG),1990,,Qatar
Germany (FRG),1991,,Qatar
Germany (FRG),1992,,Qatar
Germany (FRG),1993,,Qatar
Germany (FRG),1994,,Qatar
Germany (FRG),1995,,Qatar
Germany (FRG),1996,12,Qatar
Germany (FRG),1997,4,Qatar
Germany (FRG),1998,,Qatar
Germany (FRG),1999,,Qatar
Germany (FRG),2000,,Qatar
Germany (FRG),2001,,Qatar
Germany (FRG),2002,,Qatar
Germany (FRG),2003,,Qatar
Germany (FRG),2004,,Qatar
Germany (FRG),2005,,Qatar
Germany (FRG),2006,,Qatar
Germany (FRG),2007,,Qatar
Germany (FRG),2008,,Qatar
Germany (FRG),2009,,Qatar
Germany (FRG),2010,,Qatar
Germany (FRG),2011,,Qatar
Germany (FRG),2012,,Qatar
Germany (FRG),2013,,Qatar
Germany (FRG),2014,,Qatar
Germany (FRG),2015,73,Qatar
Germany (FRG),2016,262,Qatar
Italy,1988,,Qatar
Italy,1989,,Qatar
Italy,1990,,Qatar
Italy,1991,,Qatar
Italy,1992,,Qatar
Italy,1993,,Qatar
Italy,1994,,Qatar
Italy,1995,,Qatar
Italy,1996,8,Qatar
Italy,1997,3,Qatar
Italy,1998,,Qatar
Italy,1999,,Qatar
Italy,2000,,Qatar
Italy,2001,,Qatar
Italy,2002,,Qatar
Italy,2003,,Qatar
Italy,2004,,Qatar
Italy,2005,,Qatar
Italy,2006,,Qatar
Italy,2007,,Qatar
Italy,2008,,Qatar
Italy,2009,6,Qatar
Italy,2010,30,Qatar
Italy,2011,48,Qatar
Italy,2012,12,Qatar
Italy,2013,,Qatar
Italy,2014,,Qatar
Italy,2015,,Qatar
Italy,2016,,Qatar
Netherlands,1988,,Qatar
Netherlands,1989,,Qatar
Netherlands,1990,,Qatar
Netherlands,1991,,Qatar
Netherlands,1992,,Qatar
Netherlands,1993,,Qatar
Netherlands,1994,,Qatar
Netherlands,1995,,Qatar
Netherlands,1996,44,Qatar
Netherlands,1997,15,Qatar
Netherlands,1998,,Qatar
Netherlands,1999,,Qatar
Netherlands,2000,,Qatar
Netherlands,2001,,Qatar
Netherlands,2002,,Qatar
Netherlands,2003,,Qatar
Netherlands,2004,,Qatar
Netherlands,2005,,Qatar
Netherlands,2006,,Qatar
Netherlands,2007,,Qatar
Netherlands,2008,,Qatar
Netherlands,2009,,Qatar
Netherlands,2010,,Qatar
Netherlands,2011,,Qatar
Netherlands,2012,,Qatar
Netherlands,2013,,Qatar
Netherlands,2014,,Qatar
Netherlands,2015,,Qatar
Netherlands,2016,,Qatar
South Africa,1988,,Qatar
South Africa,1989,,Qatar
South Africa,1990,,Qatar
South Africa,1991,12,Qatar
South Africa,1992,,Qatar
South Africa,1993,,Qatar
South Africa,1994,,Qatar
South Africa,1995,,Qatar
South Africa,1996,,Qatar
South Africa,1997,,Qatar
South Africa,1998,,Qatar
South Africa,1999,,Qatar
South Africa,2000,,Qatar
South Africa,2001,,Qatar
South Africa,2002,,Qatar
South Africa,2003,,Qatar
South Africa,2004,,Qatar
South Africa,2005,,Qatar
South Africa,2006,,Qatar
South Africa,2007,,Qatar
South Africa,2008,,Qatar
South Africa,2009,,Qatar
South Africa,2010,,Qatar
South Africa,2011,,Qatar
South Africa,2012,,Qatar
South Africa,2013,,Qatar
South Africa,2014,,Qatar
South Africa,2015,,Qatar
South Africa,2016,,Qatar
Switzerland,1988,,Qatar
Switzerland,1989,,Qatar
Switzerland,1990,,Qatar
Switzerland,1991,,Qatar
Switzerland,1992,,Qatar
Switzerland,1993,,Qatar
Switzerland,1994,,Qatar
Switzerland,1995,,Qatar
Switzerland,1996,,Qatar
Switzerland,1997,,Qatar
Switzerland,1998,,Qatar
Switzerland,1999,,Qatar
Switzerland,2000,,Qatar
Switzerland,2001,,Qatar
Switzerland,2002,,Qatar
Switzerland,2003,,Qatar
Switzerland,2004,,Qatar
Switzerland,2005,,Qatar
Switzerland,2006,,Qatar
Switzerland,2007,,Qatar
Switzerland,2008,,Qatar
Switzerland,2009,,Qatar
Switzerland,2010,,Qatar
Switzerland,2011,,Qatar
Switzerland,2012,,Qatar
Switzerland,2013,,Qatar
Switzerland,2014,29,Qatar
Switzerland,2015,49,Qatar
Switzerland,2016,39,Qatar
Turkey,1988,,Qatar
Turkey,1989,,Qatar
Turkey,1990,,Qatar
Turkey,1991,,Qatar
Turkey,1992,,Qatar
Turkey,1993,,Qatar
Turkey,1994,,Qatar
Turkey,1995,,Qatar
Turkey,1996,,Qatar
Turkey,1997,,Qatar
Turkey,1998,,Qatar
Turkey,1999,,Qatar
Turkey,2000,,Qatar
Turkey,2001,,Qatar
Turkey,2002,,Qatar
Turkey,2003,,Qatar
Turkey,2004,,Qatar
Turkey,2005,,Qatar
Turkey,2006,,Qatar
Turkey,2007,,Qatar
Turkey,2008,,Qatar
Turkey,2009,,Qatar
Turkey,2010,,Qatar
Turkey,2011,,Qatar
Turkey,2012,,Qatar
Turkey,2013,11,Qatar
Turkey,2014,22,Qatar
Turkey,2015,,Qatar
Turkey,2016,,Qatar
United Kingdom,1988,,Qatar
United Kingdom,1989,,Qatar
United Kingdom,1990,,Qatar
United Kingdom,1991,,Qatar
United Kingdom,1992,,Qatar
United Kingdom,1993,,Qatar
United Kingdom,1994,,Qatar
United Kingdom,1995,,Qatar
United Kingdom,1996,97,Qatar
United Kingdom,1997,33,Qatar
United Kingdom,1998,7,Qatar
United Kingdom,1999,3,Qatar
United Kingdom,2000,,Qatar
United Kingdom,2001,,Qatar
United Kingdom,2002,,Qatar
United Kingdom,2003,,Qatar
United Kingdom,2004,,Qatar
United Kingdom,2005,,Qatar
United Kingdom,2006,,Qatar
United Kingdom,2007,,Qatar
United Kingdom,2008,,Qatar
United Kingdom,2009,,Qatar
United Kingdom,2010,,Qatar
United Kingdom,2011,,Qatar
United Kingdom,2012,,Qatar
United Kingdom,2013,,Qatar
United Kingdom,2014,,Qatar
United Kingdom,2015,,Qatar
United Kingdom,2016,,Qatar
United States,1988,,Qatar
United States,1989,,Qatar
United States,1990,,Qatar
United States,1991,,Qatar
United States,1992,,Qatar
United States,1993,,Qatar
United States,1994,,Qatar
United States,1995,,Qatar
United States,1996,,Qatar
United States,1997,0,Qatar
United States,1998,1,Qatar
United States,1999,0,Qatar
United States,2000,,Qatar
United States,2001,,Qatar
United States,2002,,Qatar
United States,2003,,Qatar
United States,2004,,Qatar
United States,2005,,Qatar
United States,2006,,Qatar
United States,2007,,Qatar
United States,2008,,Qatar
United States,2009,280,Qatar
United States,2010,,Qatar
United States,2011,150,Qatar
United States,2012,280,Qatar
United States,2013,,Qatar
United States,2014,,Qatar
United States,2015,385,Qatar
United States,2016,595,Qatar
Unknown supplier(s),1988,5,Qatar
Unknown supplier(s),1989,,Qatar
Unknown supplier(s),1990,,Qatar
Unknown supplier(s),1991,,Qatar
Unknown supplier(s),1992,,Qatar
Unknown supplier(s),1993,,Qatar
Unknown supplier(s),1994,,Qatar
Unknown supplier(s),1995,,Qatar
Unknown supplier(s),1996,,Qatar
Unknown supplier(s),1997,,Qatar
Unknown supplier(s),1998,,Qatar
Unknown supplier(s),1999,,Qatar
Unknown supplier(s),2000,,Qatar
Unknown supplier(s),2001,,Qatar
Unknown supplier(s),2002,,Qatar
Unknown supplier(s),2003,,Qatar
Unknown supplier(s),2004,,Qatar
Unknown supplier(s),2005,,Qatar
Unknown supplier(s),2006,,Qatar
Unknown supplier(s),2007,,Qatar
Unknown supplier(s),2008,,Qatar
Unknown supplier(s),2009,,Qatar
Unknown supplier(s),2010,,Qatar
Unknown supplier(s),2011,,Qatar
Unknown supplier(s),2012,,Qatar
Unknown supplier(s),2013,,Qatar
Unknown supplier(s),2014,,Qatar
Unknown supplier(s),2015,,Qatar
Unknown supplier(s),2016,,Qatar
Austria,1988,,Saudi Arabia
Austria,1989,,Saudi Arabia
Austria,1990,5,Saudi Arabia
Austria,1991,,Saudi Arabia
Austria,1992,,Saudi Arabia
Austria,1993,,Saudi Arabia
Austria,1994,,Saudi Arabia
Austria,1995,,Saudi Arabia
Austria,1996,,Saudi Arabia
Austria,1997,,Saudi Arabia
Austria,1998,,Saudi Arabia
Austria,1999,,Saudi Arabia
Austria,2000,,Saudi Arabia
Austria,2001,,Saudi Arabia
Austria,2002,,Saudi Arabia
Austria,2003,,Saudi Arabia
Austria,2004,,Saudi Arabia
Austria,2005,,Saudi Arabia
Austria,2006,,Saudi Arabia
Austria,2007,,Saudi Arabia
Austria,2008,,Saudi Arabia
Austria,2009,,Saudi Arabia
Austria,2010,2,Saudi Arabia
Austria,2011,,Saudi Arabia
Austria,2012,,Saudi Arabia
Austria,2013,,Saudi Arabia
Austria,2014,,Saudi Arabia
Austria,2015,4,Saudi Arabia
Austria,2016,4,Saudi Arabia
Belgium,1988,,Saudi Arabia
Belgium,1989,,Saudi Arabia
Belgium,1990,,Saudi Arabia
Belgium,1991,,Saudi Arabia
Belgium,1992,,Saudi Arabia
Belgium,1993,,Saudi Arabia
Belgium,1994,,Saudi Arabia
Belgium,1995,,Saudi Arabia
Belgium,1996,,Saudi Arabia
Belgium,1997,,Saudi Arabia
Belgium,1998,,Saudi Arabia
Belgium,1999,,Saudi Arabia
Belgium,2000,1,Saudi Arabia
Belgium,2001,14,Saudi Arabia
Belgium,2002,14,Saudi Arabia
Belgium,2003,15,Saudi Arabia
Belgium,2004,47,Saudi Arabia
Belgium,2005,,Saudi Arabia
Belgium,2006,7,Saudi Arabia
Belgium,2007,,Saudi Arabia
Belgium,2008,,Saudi Arabia
Belgium,2009,,Saudi Arabia
Belgium,2010,,Saudi Arabia
Belgium,2011,7,Saudi Arabia
Belgium,2012,21,Saudi Arabia
Belgium,2013,21,Saudi Arabia
Belgium,2014,10,Saudi Arabia
Belgium,2015,,Saudi Arabia
Belgium,2016,,Saudi Arabia
Brazil,1988,28,Saudi Arabia
Brazil,1989,4,Saudi Arabia
Brazil,1990,29,Saudi Arabia
Brazil,1991,25,Saudi Arabia
Brazil,1992,10,Saudi Arabia
Brazil,1993,,Saudi Arabia
Brazil,1994,,Saudi Arabia
Brazil,1995,,Saudi Arabia
Brazil,1996,,Saudi Arabia
Brazil,1997,,Saudi Arabia
Brazil,1998,,Saudi Arabia
Brazil,1999,,Saudi Arabia
Brazil,2000,,Saudi Arabia
Brazil,2001,,Saudi Arabia
Brazil,2002,,Saudi Arabia
Brazil,2003,,Saudi Arabia
Brazil,2004,,Saudi Arabia
Brazil,2005,,Saudi Arabia
Brazil,2006,,Saudi Arabia
Brazil,2007,,Saudi Arabia
Brazil,2008,,Saudi Arabia
Brazil,2009,,Saudi Arabia
Brazil,2010,,Saudi Arabia
Brazil,2011,,Saudi Arabia
Brazil,2012,,Saudi Arabia
Brazil,2013,,Saudi Arabia
Brazil,2014,,Saudi Arabia
Brazil,2015,,Saudi Arabia
Brazil,2016,,Saudi Arabia
Bulgaria,1988,,Saudi Arabia
Bulgaria,1989,,Saudi Arabia
Bulgaria,1990,,Saudi Arabia
Bulgaria,1991,,Saudi Arabia
Bulgaria,1992,,Saudi Arabia
Bulgaria,1993,,Saudi Arabia
Bulgaria,1994,,Saudi Arabia
Bulgaria,1995,,Saudi Arabia
Bulgaria,1996,,Saudi Arabia
Bulgaria,1997,,Saudi Arabia
Bulgaria,1998,,Saudi Arabia
Bulgaria,1999,,Saudi Arabia
Bulgaria,2000,,Saudi Arabia
Bulgaria,2001,,Saudi Arabia
Bulgaria,2002,,Saudi Arabia
Bulgaria,2003,,Saudi Arabia
Bulgaria,2004,,Saudi Arabia
Bulgaria,2005,,Saudi Arabia
Bulgaria,2006,,Saudi Arabia
Bulgaria,2007,,Saudi Arabia
Bulgaria,2008,,Saudi Arabia
Bulgaria,2009,,Saudi Arabia
Bulgaria,2010,,Saudi Arabia
Bulgaria,2011,,Saudi Arabia
Bulgaria,2012,,Saudi Arabia
Bulgaria,2013,,Saudi Arabia
Bulgaria,2014,,Saudi Arabia
Bulgaria,2015,4,Saudi Arabia
Bulgaria,2016,,Saudi Arabia
Canada,1988,4,Saudi Arabia
Canada,1989,,Saudi Arabia
Canada,1990,,Saudi Arabia
Canada,1991,,Saudi Arabia
Canada,1992,68,Saudi Arabia
Canada,1993,68,Saudi Arabia
Canada,1994,57,Saudi Arabia
Canada,1995,57,Saudi Arabia
Canada,1996,59,Saudi Arabia
Canada,1997,28,Saudi Arabia
Canada,1998,25,Saudi Arabia
Canada,1999,23,Saudi Arabia
Canada,2000,20,Saudi Arabia
Canada,2001,6,Saudi Arabia
Canada,2002,5,Saudi Arabia
Canada,2003,5,Saudi Arabia
Canada,2004,17,Saudi Arabia
Canada,2005,,Saudi Arabia
Canada,2006,8,Saudi Arabia
Canada,2007,12,Saudi Arabia
Canada,2008,10,Saudi Arabia
Canada,2009,3,Saudi Arabia
Canada,2010,,Saudi Arabia
Canada,2011,33,Saudi Arabia
Canada,2012,40,Saudi Arabia
Canada,2013,34,Saudi Arabia
Canada,2014,45,Saudi Arabia
Canada,2015,109,Saudi Arabia
Canada,2016,6,Saudi Arabia
China,1988,225,Saudi Arabia
China,1989,,Saudi Arabia
China,1990,,Saudi Arabia
China,1991,,Saudi Arabia
China,1992,,Saudi Arabia
China,1993,,Saudi Arabia
China,1994,,Saudi Arabia
China,1995,,Saudi Arabia
China,1996,,Saudi Arabia
China,1997,,Saudi Arabia
China,1998,,Saudi Arabia
China,1999,,Saudi Arabia
China,2000,,Saudi Arabia
China,2001,,Saudi Arabia
China,2002,,Saudi Arabia
China,2003,,Saudi Arabia
China,2004,,Saudi Arabia
China,2005,,Saudi Arabia
China,2006,,Saudi Arabia
China,2007,,Saudi Arabia
China,2008,33,Saudi Arabia
China,2009,33,Saudi Arabia
China,2010,,Saudi Arabia
China,2011,,Saudi Arabia
China,2012,,Saudi Arabia
China,2013,,Saudi Arabia
China,2014,,Saudi Arabia
China,2015,14,Saudi Arabia
China,2016,,Saudi Arabia
Finland,1988,,Saudi Arabia
Finland,1989,,Saudi Arabia
Finland,1990,,Saudi Arabia
Finland,1991,,Saudi Arabia
Finland,1992,,Saudi Arabia
Finland,1993,,Saudi Arabia
Finland,1994,,Saudi Arabia
Finland,1995,,Saudi Arabia
Finland,1996,,Saudi Arabia
Finland,1997,,Saudi Arabia
Finland,1998,,Saudi Arabia
Finland,1999,,Saudi Arabia
Finland,2000,,Saudi Arabia
Finland,2001,,Saudi Arabia
Finland,2002,,Saudi Arabia
Finland,2003,,Saudi Arabia
Finland,2004,,Saudi Arabia
Finland,2005,,Saudi Arabia
Finland,2006,,Saudi Arabia
Finland,2007,,Saudi Arabia
Finland,2008,,Saudi Arabia
Finland,2009,,Saudi Arabia
Finland,2010,,Saudi Arabia
Finland,2011,,Saudi Arabia
Finland,2012,4,Saudi Arabia
Finland,2013,4,Saudi Arabia
Finland,2014,7,Saudi Arabia
Finland,2015,7,Saudi Arabia
Finland,2016,,Saudi Arabia
France,1988,274,Saudi Arabia
France,1989,184,Saudi Arabia
France,1990,297,Saudi Arabia
France,1991,213,Saudi Arabia
France,1992,97,Saudi Arabia
France,1993,49,Saudi Arabia
France,1994,,Saudi Arabia
France,1995,,Saudi Arabia
France,1996,,Saudi Arabia
France,1997,5,Saudi Arabia
France,1998,31,Saudi Arabia
France,1999,36,Saudi Arabia
France,2000,25,Saudi Arabia
France,2001,7,Saudi Arabia
France,2002,374,Saudi Arabia
France,2003,29,Saudi Arabia
France,2004,761,Saudi Arabia
France,2005,1,Saudi Arabia
France,2006,4,Saudi Arabia
France,2007,26,Saudi Arabia
France,2008,25,Saudi Arabia
France,2009,31,Saudi Arabia
France,2010,89,Saudi Arabia
France,2011,84,Saudi Arabia
France,2012,25,Saudi Arabia
France,2013,54,Saudi Arabia
France,2014,184,Saudi Arabia
France,2015,174,Saudi Arabia
France,2016,44,Saudi Arabia
Georgia,1988,,Saudi Arabia
Georgia,1989,,Saudi Arabia
Georgia,1990,,Saudi Arabia
Georgia,1991,,Saudi Arabia
Georgia,1992,,Saudi Arabia
Georgia,1993,,Saudi Arabia
Georgia,1994,,Saudi Arabia
Georgia,1995,,Saudi Arabia
Georgia,1996,,Saudi Arabia
Georgia,1997,,Saudi Arabia
Georgia,1998,,Saudi Arabia
Georgia,1999,,Saudi Arabia
Georgia,2000,,Saudi Arabia
Georgia,2001,,Saudi Arabia
Georgia,2002,,Saudi Arabia
Georgia,2003,,Saudi Arabia
Georgia,2004,,Saudi Arabia
Georgia,2005,,Saudi Arabia
Georgia,2006,,Saudi Arabia
Georgia,2007,,Saudi Arabia
Georgia,2008,,Saudi Arabia
Georgia,2009,,Saudi Arabia
Georgia,2010,,Saudi Arabia
Georgia,2011,,Saudi Arabia
Georgia,2012,,Saudi Arabia
Georgia,2013,,Saudi Arabia
Georgia,2014,,Saudi Arabia
Georgia,2015,,Saudi Arabia
Georgia,2016,7,Saudi Arabia
Germany (FRG),1988,,Saudi Arabia
Germany (FRG),1989,59,Saudi Arabia
Germany (FRG),1990,,Saudi Arabia
Germany (FRG),1991,13,Saudi Arabia
Germany (FRG),1992,,Saudi Arabia
Germany (FRG),1993,,Saudi Arabia
Germany (FRG),1994,,Saudi Arabia
Germany (FRG),1995,,Saudi Arabia
Germany (FRG),1996,,Saudi Arabia
Germany (FRG),1997,,Saudi Arabia
Germany (FRG),1998,1,Saudi Arabia
Germany (FRG),1999,1,Saudi Arabia
Germany (FRG),2000,1,Saudi Arabia
Germany (FRG),2001,1,Saudi Arabia
Germany (FRG),2002,1,Saudi Arabia
Germany (FRG),2003,1,Saudi Arabia
Germany (FRG),2004,1,Saudi Arabia
Germany (FRG),2005,1,Saudi Arabia
Germany (FRG),2006,,Saudi Arabia
Germany (FRG),2007,,Saudi Arabia
Germany (FRG),2008,3,Saudi Arabia
Germany (FRG),2009,3,Saudi Arabia
Germany (FRG),2010,12,Saudi Arabia
Germany (FRG),2011,73,Saudi Arabia
Germany (FRG),2012,71,Saudi Arabia
Germany (FRG),2013,71,Saudi Arabia
Germany (FRG),2014,62,Saudi Arabia
Germany (FRG),2015,2,Saudi Arabia
Germany (FRG),2016,14,Saudi Arabia
Italy,1988,,Saudi Arabia
Italy,1989,,Saudi Arabia
Italy,1990,,Saudi Arabia
Italy,1991,,Saudi Arabia
Italy,1992,,Saudi Arabia
Italy,1993,,Saudi Arabia
Italy,1994,,Saudi Arabia
Italy,1995,,Saudi Arabia
Italy,1996,,Saudi Arabia
Italy,1997,,Saudi Arabia
Italy,1998,,Saudi Arabia
Italy,1999,,Saudi Arabia
Italy,2000,,Saudi Arabia
Italy,2001,,Saudi Arabia
Italy,2002,83,Saudi Arabia
Italy,2003,,Saudi Arabia
Italy,2004,6,Saudi Arabia
Italy,2005,,Saudi Arabia
Italy,2006,,Saudi Arabia
Italy,2007,15,Saudi Arabia
Italy,2008,15,Saudi Arabia
Italy,2009,15,Saudi Arabia
Italy,2010,,Saudi Arabia
Italy,2011,,Saudi Arabia
Italy,2012,1,Saudi Arabia
Italy,2013,,Saudi Arabia
Italy,2014,,Saudi Arabia
Italy,2015,89,Saudi Arabia
Italy,2016,65,Saudi Arabia
Netherlands,1988,,Saudi Arabia
Netherlands,1989,,Saudi Arabia
Netherlands,1990,,Saudi Arabia
Netherlands,1991,,Saudi Arabia
Netherlands,1992,,Saudi Arabia
Netherlands,1993,,Saudi Arabia
Netherlands,1994,,Saudi Arabia
Netherlands,1995,,Saudi Arabia
Netherlands,1996,,Saudi Arabia
Netherlands,1997,,Saudi Arabia
Netherlands,1998,,Saudi Arabia
Netherlands,1999,,Saudi Arabia
Netherlands,2000,,Saudi Arabia
Netherlands,2001,,Saudi Arabia
Netherlands,2002,,Saudi Arabia
Netherlands,2003,,Saudi Arabia
Netherlands,2004,,Saudi Arabia
Netherlands,2005,,Saudi Arabia
Netherlands,2006,,Saudi Arabia
Netherlands,2007,,Saudi Arabia
Netherlands,2008,,Saudi Arabia
Netherlands,2009,,Saudi Arabia
Netherlands,2010,,Saudi Arabia
Netherlands,2011,13,Saudi Arabia
Netherlands,2012,25,Saudi Arabia
Netherlands,2013,25,Saudi Arabia
Netherlands,2014,25,Saudi Arabia
Netherlands,2015,25,Saudi Arabia
Netherlands,2016,,Saudi Arabia
Pakistan,1988,,Saudi Arabia
Pakistan,1989,,Saudi Arabia
Pakistan,1990,,Saudi Arabia
Pakistan,1991,,Saudi Arabia
Pakistan,1992,,Saudi Arabia
Pakistan,1993,,Saudi Arabia
Pakistan,1994,,Saudi Arabia
Pakistan,1995,,Saudi Arabia
Pakistan,1996,,Saudi Arabia
Pakistan,1997,,Saudi Arabia
Pakistan,1998,,Saudi Arabia
Pakistan,1999,,Saudi Arabia
Pakistan,2000,,Saudi Arabia
Pakistan,2001,,Saudi Arabia
Pakistan,2002,,Saudi Arabia
Pakistan,2003,,Saudi Arabia
Pakistan,2004,,Saudi Arabia
Pakistan,2005,4,Saudi Arabia
Pakistan,2006,,Saudi Arabia
Pakistan,2007,,Saudi Arabia
Pakistan,2008,,Saudi Arabia
Pakistan,2009,,Saudi Arabia
Pakistan,2010,,Saudi Arabia
Pakistan,2011,,Saudi Arabia
Pakistan,2012,,Saudi Arabia
Pakistan,2013,,Saudi Arabia
Pakistan,2014,,Saudi Arabia
Pakistan,2015,,Saudi Arabia
Pakistan,2016,,Saudi Arabia
Serbia,1988,,Saudi Arabia
Serbia,1989,,Saudi Arabia
Serbia,1990,,Saudi Arabia
Serbia,1991,,Saudi Arabia
Serbia,1992,,Saudi Arabia
Serbia,1993,,Saudi Arabia
Serbia,1994,,Saudi Arabia
Serbia,1995,,Saudi Arabia
Serbia,1996,,Saudi Arabia
Serbia,1997,,Saudi Arabia
Serbia,1998,,Saudi Arabia
Serbia,1999,,Saudi Arabia
Serbia,2000,,Saudi Arabia
Serbia,2001,,Saudi Arabia
Serbia,2002,,Saudi Arabia
Serbia,2003,,Saudi Arabia
Serbia,2004,,Saudi Arabia
Serbia,2005,,Saudi Arabia
Serbia,2006,,Saudi Arabia
Serbia,2007,,Saudi Arabia
Serbia,2008,,Saudi Arabia
Serbia,2009,,Saudi Arabia
Serbia,2010,,Saudi Arabia
Serbia,2011,,Saudi Arabia
Serbia,2012,,Saudi Arabia
Serbia,2013,,Saudi Arabia
Serbia,2014,,Saudi Arabia
Serbia,2015,0,Saudi Arabia
Serbia,2016,,Saudi Arabia
Slovakia,1988,,Saudi Arabia
Slovakia,1989,,Saudi Arabia
Slovakia,1990,,Saudi Arabia
Slovakia,1991,,Saudi Arabia
Slovakia,1992,,Saudi Arabia
Slovakia,1993,,Saudi Arabia
Slovakia,1994,,Saudi Arabia
Slovakia,1995,,Saudi Arabia
Slovakia,1996,,Saudi Arabia
Slovakia,1997,,Saudi Arabia
Slovakia,1998,,Saudi Arabia
Slovakia,1999,,Saudi Arabia
Slovakia,2000,,Saudi Arabia
Slovakia,2001,,Saudi Arabia
Slovakia,2002,,Saudi Arabia
Slovakia,2003,,Saudi Arabia
Slovakia,2004,,Saudi Arabia
Slovakia,2005,,Saudi Arabia
Slovakia,2006,,Saudi Arabia
Slovakia,2007,,Saudi Arabia
Slovakia,2008,,Saudi Arabia
Slovakia,2009,,Saudi Arabia
Slovakia,2010,,Saudi Arabia
Slovakia,2011,,Saudi Arabia
Slovakia,2012,,Saudi Arabia
Slovakia,2013,1,Saudi Arabia
Slovakia,2014,0,Saudi Arabia
Slovakia,2015,3,Saudi Arabia
Slovakia,2016,,Saudi Arabia
South Africa,1988,,Saudi Arabia
South Africa,1989,,Saudi Arabia
South Africa,1990,,Saudi Arabia
South Africa,1991,,Saudi Arabia
South Africa,1992,,Saudi Arabia
South Africa,1993,,Saudi Arabia
South Africa,1994,,Saudi Arabia
South Africa,1995,,Saudi Arabia
South Africa,1996,,Saudi Arabia
South Africa,1997,,Saudi Arabia
South Africa,1998,,Saudi Arabia
South Africa,1999,,Saudi Arabia
South Africa,2000,,Saudi Arabia
South Africa,2001,,Saudi Arabia
South Africa,2002,,Saudi Arabia
South Africa,2003,,Saudi Arabia
South Africa,2004,,Saudi Arabia
South Africa,2005,,Saudi Arabia
South Africa,2006,6,Saudi Arabia
South Africa,2007,7,Saudi Arabia
South Africa,2008,1,Saudi Arabia
South Africa,2009,,Saudi Arabia
South Africa,2010,,Saudi Arabia
South Africa,2011,4,Saudi Arabia
South Africa,2012,,Saudi Arabia
South Africa,2013,,Saudi Arabia
South Africa,2014,1,Saudi Arabia
South Africa,2015,5,Saudi Arabia
South Africa,2016,5,Saudi Arabia
Spain,1988,,Saudi Arabia
Spain,1989,,Saudi Arabia
Spain,1990,,Saudi Arabia
Spain,1991,,Saudi Arabia
Spain,1992,,Saudi Arabia
Spain,1993,,Saudi Arabia
